APV                2              11               0               0
               4           44.28           6.274
               5           36.29           5.291
               6          -13.87           5.202
               7          -20.47           6.012
               8           44.25           5.765
               9            14.5           5.107
              10          -19.63           5.284
              11          -26.87           6.098
              12           47.95           5.633
              13           21.15            5.18
              14          -20.94            5.35
              15          -30.94           6.278
              16           31.29           5.545
              17           27.94            5.07
              18          -1.013           4.459
              19          -22.32           5.013
              20           47.03           5.307
              21           37.93               5
              22          -4.192           4.651
              23          -24.65           5.099
              24           46.21           5.178
              25           13.51           4.921
              26          -21.61           4.945
              27          -44.98           5.346
              28           37.82           5.079
              29           10.05           4.831
              30          -26.96           4.998
              31          -35.69           5.344
              32           37.76           5.715
              33           33.08           5.888
              34          -7.712           5.742
              35          -16.97           5.757
              36           41.54            5.45
              37           30.47           5.876
              38          -10.46           5.987
              39          -21.54           5.413
              40           42.13           5.282
              41           21.67           5.962
              42          -32.17           6.347
              43          -29.73           5.637
              44            35.7           5.219
              45           6.225           5.703
              46          -21.16            5.86
              47          -26.63           5.761
              48           35.39           5.675
              49           20.92           5.134
              50           -5.71           4.797
              51          -25.14           5.205
              52           50.04           5.485
              53           30.18           5.143
              54          -19.79           5.037
              55          -23.11           5.315
              56           43.17           5.398
              57           9.013           4.939
              58          -26.96           5.098
              59          -39.44           5.474
              60           48.65           5.212
              61           2.671           4.634
              62          -34.59           5.167
              63          -35.86           5.645
              64           37.67           6.406
              65           24.19           5.199
              66           5.953           4.918
              67          -11.08           5.703
              68           43.88           5.913
              69           14.72           5.097
              70          -32.39            5.29
              71          -22.99           5.926
              72           47.98           5.744
              73           14.26           5.078
              74          -32.86           5.311
              75          -39.78            6.22
              76           45.62           5.271
              77           19.04           5.072
              78          -30.83            5.43
              79          -39.44           6.598
              80           44.79           5.296
              81           29.54           5.061
              82          -4.776           4.662
              83          -33.36           5.084
              84           45.92            5.23
              85           24.73           4.974
              86          -18.29           4.918
              87          -26.86            5.09
              88            49.1           5.102
              89           16.59           4.932
              90           -29.4           4.989
              91             -38           5.283
              92           41.28           5.041
              93          -2.214           4.448
              94          -32.59           5.037
              95          -44.73           5.635
              96           47.97           5.478
              97           27.09           5.896
              98          -2.544           5.613
              99          -26.94           5.461
             100           36.16           5.401
             101           13.01           5.871
             102          -19.64            6.14
             103          -32.07           5.628
             104           47.37           5.267
             105           17.12           5.956
             106          -14.07           6.083
             107          -36.43           5.723
             108           45.92            5.73
             109          -7.242           5.736
             110           -27.6           5.824
             111          -50.89           5.953
             112           42.45           5.481
             113           29.64           5.124
             114          -11.87           4.989
             115          -31.46           5.295
             116           48.07           5.474
             117           20.07            5.04
             118          -5.381           4.795
             119          -19.57           5.207
             120           45.69            5.27
             121           2.347           4.656
             122          -10.53           4.979
             123          -29.42            5.39
             124            34.1           5.145
             125           9.714           4.908
             126          -37.98           5.165
             127          -62.31           7.956
APV                2              11               0               9
               0          -118.1           16.73
               1          -40.84           8.846
               2           -14.5           5.549
               3          -18.82           5.595
               4           40.35           6.394
               5           26.27           5.292
               6           13.45           5.208
               7          -25.65           5.896
               8           27.79           5.867
               9             3.8           4.836
              10           13.31           5.199
              11          -47.43           5.853
              12           22.09           5.746
              13           2.773           4.798
              14          0.8561           4.728
              15          -45.41           6.061
              16           17.64           5.692
              17           8.978           4.956
              18           15.11           4.856
              19          -20.66           5.014
              20           38.39           5.434
              21           13.34            5.06
              22           1.135            4.47
              23           -30.8           5.074
              24            27.1           5.202
              25           1.479           4.641
              26         -0.6713           4.477
              27          -39.85           5.196
              28           14.74           5.175
              29           5.017           4.651
              30          -17.39           4.927
              31          -59.25           5.293
              32           17.53           5.702
              33           8.617           5.557
              34           9.074           5.588
              35          -27.71           5.529
              36           25.98           5.272
              37          0.1996           5.378
              38           4.466           5.545
              39          -33.82           5.257
              40           22.54           5.233
              41           0.356           5.465
              42           1.367           5.558
              43          -52.08           5.293
              44           25.54           5.193
              45           1.758           5.595
              46          -9.586           5.589
              47          -56.68           5.489
              48           31.18           5.697
              49           2.757           4.789
              50           7.511           4.798
              51           -19.6           5.086
